From,To,Volume,Cost
708,714,98.35,7.222659183
708,913,177.6,20.70933692
709,163,263.06,0.0345068
709,391,1526.46,0.586101931
709,708,240.76,7.194283306
709,711,248.24,5.679095964
709,713,360.31,6.104048741
709,803,334.98,7.93438382
710,164,1458.17,0.0345068
710,584,1457.271106,9.777815633
710,712,2355.694123,5.516114848
710,806,1533.792984,3.709486765
711,165,244.89,0.0345068
711,709,315.85,5.68416452
711,713,1425.802036,6.747453611
711,807,1019.630162,3.313067341
712,166,3517.32,0.0345068
712,393,2621.574123,2.852080983
712,584,1026.423777,7.746111453
712,710,815.8098383,5.22889763
712,713,443.9,4.426951721
713,167,1205.57,0.0345068
713,392,1269.903929,1.526603845
713,709,49.47,6.103665736
713,711,721.9401617,4.378679795
713,712,849.848578,4.736913673
713,716,450.2281078,6.906096297
714,168,166.32,0.0345068
714,708,52.88,7.222658832
714,715,336.78,6.88695134
714,720,58.56,7.181812882
714,913,149.26,14.06540675
715,169,224.32,0.0345068
715,391,272.38,6.548719628
715,714,144.82,6.886921072
715,717,641.57,5.543469163
715,719,144.6,5.460727196
715,721,762.9,6.855531121
716,170,5208.63,0.0345068
716,393,3758.777438,2.267640401
716,601,973.4963528,5.295718726
716,713,0,6.9034884
716,717,476.88,4.20490754
716,718,2171.893647,4.561134449
717,171,762.83,0.0345068
717,392,697.6625618,3.150084751
717,715,223.85,5.54003368
717,716,1087.807438,4.208139297
717,719,796.94,4.046651527
718,172,2923.35,0.0345068
718,603,1069.835398,4.893688388
718,716,1966.27,4.559103981
718,719,507.7175545,3.879418238
718,722,1986.972962,4.139069329
719,173,422.23,0.0345068
719,715,45.85,5.460659491
719,717,693.25,4.026730109
719,718,787.459315,4.057375752
719,723,897.1282396,4.093547583
720,174,204.97,0.0345068
720,714,31.92,7.181812807
720,721,606.98,6.805056529
720,726,136.05,7.306696886
720,913,259.75,9.560255578
721,175,522.82,0.0345068
721,715,513.42,6.848686365
721,720,248.46,6.804547893
721,723,378.81,5.608813116
721,725,1042.77,5.713468495
721,727,633.93,7.266355255
722,176,484.1,0.0345068
722,672,1225.183017,4.904763508
722,718,1551.335398,3.996512936
722,723,204.6124455,4.39965513
722,724,1230.674547,5.491118504
723,177,218.14,0.0345068
723,719,791.55,4.084097234
723,721,164.67,5.592699887
723,722,202.84,4.399652725
723,725,1045.200685,4.250112886
724,178,3374.67,0.0345068
724,674,1456.683538,4.807072336
724,722,925.28,4.554572182
724,725,696.85,4.114225121
724,728,2287.351693,3.897009376
725,179,1894.04,0.0345068
725,721,223.15,5.68854917
725,723,521.12,4.207284866
725,724,1826.520685,4.194923455
725,729,768.05,4.507678809
726,180,202.88,0.0345068
726,416,245.31,1.621855882
726,720,110.98,7.306694386
726,727,353.26,6.969538302
726,913,203.11,9.681326954
727,181,557.19,0.0345068
727,415,369.04,4.969874993
727,721,343.82,7.264434722
727,726,124.16,6.969477739
727,729,512.35,5.949001337
727,731,568.79,5.445952168
728,182,2480.96,0.0345068
728,684,2127.826694,4.107265583
728,724,2133.93,3.887928311
728,729,483.74,4.112398568
728,730,2158.304999,4.387812054
729,183,947.08,0.0345068
729,725,692.19,4.507488644
729,727,179.12,5.890863665
729,728,1104.9,4.113776748
729,731,976.42,4.417073763
730,184,1285.91,0.0345068
730,413,2384.829084,3.540302496
730,686,1062.695915,4.775149842
730,728,2403.72,4.436631681
730,731,124.41,4.609586792
731,185,826.72,0.0345068
731,414,1627.98,3.441124361
731,727,226.84,5.440921368
731,729,934.75,4.416707142
731,730,278.2,4.609634606
732,186,352.86,0.0345068
732,416,87.07,5.438057645
732,417,206.49,10.16790508
732,733,228.56,7.051950066
732,864,184.53,8.188885394
733,187,672.46,0.0345068
733,415,634,3.080739319
733,732,111.19,7.05191753
733,735,788.73,6.485961971
733,737,1250.54,6.143478142
733,865,405.11,7.184399325
734,188,3358.48,0.0345068
734,413,3139.99,0.71190672
734,696,1449.591035,4.861833087
734,735,1049.42,4.024001064
734,736,1609.65,5.004982432
735,189,3444.78,0.0345068
735,414,3144.828965,0.618270393
735,733,352.77,6.153827355
735,734,1317.961035,4.026581871
735,737,2001.92,5.466369135
736,190,3635.99,0.0345068
736,698,2656.45,4.513372172
736,734,2554.14,5.046963652
736,737,1318.84,4.783665598
736,866,977.3,6.854443423
737,191,4862.57,0.0345068
737,733,515.76,6.089673149
737,735,1978.71,5.459333733
737,736,1287.87,4.78355795
737,866,1624.82,5.893103021
738,192,555.76,0.0345068
738,740,756.2833573,4.628913268
738,742,400.67,5.535406673
738,746,674.01,8.904626308
738,784,807.4,3.679002461
738,920,93.91,8.472639389
739,193,73.06,0.0345068
739,419,773.5413195,5.260295076
739,740,710.47,4.241914991
739,741,428.62,3.488457092
739,921,319.3520378,6.02462386
740,194,1210.77,0.0345068
740,738,446.67,4.44444257
740,739,1310.803357,4.34585071
740,742,429.23,4.09938571
740,920,178.89,7.784002871
741,195,414.07,0.0345068
741,739,139.41,3.487399569
741,742,476.440648,4.688022163
741,743,408.9979622,6.987496502
741,747,1123.611168,3.945282756
742,196,603.43,0.0345068
742,738,182.44,5.534162677
742,740,243.37,4.095787532
742,741,461.5698391,4.628064808
742,748,1305.918771,3.901429889
743,197,517.34,0.0345068
743,419,324.11,1.505578024
743,741,520.2499388,7.033472716
743,744,348.25,7.325841174
743,745,225.21,7.835692571
743,751,1039.57,6.316899255
743,752,699.0353299,6.743557056
743,921,97.73,9.206979532
743,922,579.3179622,10.13383924
744,198,1574.52,0.0345068
744,743,646.82,7.330218573
744,745,2539.206934,3.915623107
744,922,1601.43,7.656818217
745,199,1844.75,0.0345068
745,743,310.9078646,7.836176303
745,744,1383.25,3.898993536
745,755,3799.02907,5.446888409
746,200,1625.29,0.0345068
746,738,132,8.851993141
746,748,903.3879622,4.828199014
746,750,1085.609745,5.047067614
746,757,2210.11803,7.425849968
746,792,990.28,4.676124874
747,201,718.57,0.0345068
747,741,253.19,3.922084365
747,748,713.499352,4.644169297
747,749,1364.469939,4.08734881
747,752,1480.53,4.672032203
748,202,926.18,0.0345068
748,742,763.7779622,3.864546926
748,746,1305.21,4.925889779
748,747,1374.978123,4.671917674
748,750,377.72,5.034716634
749,203,1205.6,0.0345068
749,747,336.66,3.962703658
749,750,583.83,5.447819068
749,754,1704.372336,4.249262855
749,758,2768.74741,4.166806032
750,204,1150.86,0.0345068
750,746,545.1,4.988048896
750,748,161.53,5.034681225
750,749,1402.149745,5.634803744
750,759,1085.11,5.057714757
751,205,2325.47,0.0345068
751,420,694.02,2.671144148
751,743,188.72,6.303698752
751,753,2558.727139,4.476752458
751,755,1020.921947,5.026380076
752,206,362.05,0.0345068
752,420,2361.39,1.813008816
752,743,239.43,6.698133101
752,747,575.74,4.591446012
752,754,1668.647926,4.070544592
753,207,2413.04,0.0345068
753,421,1993.418415,1.138118334
753,751,709.1119472,4.469948772
753,756,2499.486993,4.85831441
753,762,3616.628214,4.159587013
754,208,734.23,0.0345068
754,421,1821.422336,3.228510492
754,749,1737.170061,4.252002634
754,752,810.82,3.817297868
754,763,1171.547865,5.075197648
755,209,3175.81,0.0345068
755,745,1580.93,4.884531432
755,751,1780.967139,5.107314454
755,756,4753.291931,4.689081439
756,210,6372.97,0.0345068
756,753,2789.43584,4.894985473
756,755,2009.438053,4.638014438
756,766,4695.745031,5.150209688
757,211,1711.12,0.0345068
757,746,626.57,7.327370689
757,759,732.17,4.61543612
757,761,2727.472068,5.331303283
757,768,1510.98,8.079757132
757,800,1382.096855,3.85229043
758,212,447.06,0.0345068
758,749,550.63,3.770206153
758,759,558.94,4.893651645
758,760,1843.632415,4.41359976
758,763,1649.074995,4.19459357
759,213,77.19,0.0345068
759,750,323.43,4.213858896
759,757,843.1,4.644035873
759,758,601.55,5.203331572
759,761,806.72,3.721374665
760,214,814.89,0.0345068
760,758,719.06,4.004139353
760,761,745.7347072,3.751659373
760,765,3060.78633,4.794254234
760,769,1371.465293,5.622704831
761,215,97.78,0.0345068
761,757,694.6968545,4.851665148
761,759,149.25,3.7071367
761,760,2015.864586,3.977536714
761,770,2008.1245,5.777689091
762,216,2824.14,0.0345068
762,422,1405.718015,1.403969417
762,753,1623.674069,3.593552899
762,763,1939.752135,4.534933265
762,764,752.3354731,8.034400366
763,217,1430.46,0.0345068
763,754,378.6,3.996360001
763,758,457.86,4.18968892
763,762,1864.486809,4.50158421
763,765,3278.197585,5.013260423
764,218,1993,0.0345068
764,423,1857.019212,1.698126737
764,762,429.9271448,4.957167623
764,765,307.12,4.372257396
764,773,1978.904806,4.371752628
765,219,3930.44,0.0345068
765,760,564.38,4.747275969
765,763,902.3293995,4.815845723
765,764,1935.879212,4.431884791
765,774,4943.233064,4.401830536
766,220,2946.76,0.0345068
766,422,1306.202895,5.308332214
766,756,2493.69,4.968569965
766,767,5174.656262,6.406043717
767,221,2356.14,0.0345068
767,423,691.42,4.35971666
767,766,1760.91,3.818051391
767,777,5638.046262,5.233663305
768,222,2652.57,0.0345068
768,584,1588.333013,10.40463639
768,757,515.82,7.719204386
768,770,741.21,6.534325842
768,772,2070.883199,8.171006304
768,808,1429.864123,3.712609272
769,223,739.05,0.0345068
769,760,856.5093285,4.002884159
769,770,604.0532631,3.906643632
769,771,1481.09,4.859594435
769,774,498.33,5.38021886
770,224,1264.06,0.0345068
770,761,479.4091653,3.943098812
770,768,315.98,6.479585284
770,769,973.0193285,3.917751367
770,772,2659.197763,4.207636941
771,225,1102.18,0.0345068
771,585,3428.075537,4.994292017
771,769,444.89,4.656450992
771,772,1019.898582,4.060807141
771,776,2371.64207,4.490942717
772,226,1656.14,0.0345068
772,586,3124.063133,4.620297569
772,768,904.59,5.445735628
772,770,911.2084938,4.174897685
772,771,3031.108219,4.139604277
773,227,1283.17,0.0345068
773,424,1503.060788,2.32254972
773,764,534.6471448,4.255088921
773,774,1462.407502,4.182878153
773,775,2774.938957,5.371157947
774,228,1967.16,0.0345068
774,765,1584.47776,4.127631332
774,769,532.3379703,5.394783797
774,773,2390.212601,4.249479932
774,776,3635.299994,5.421595366
775,229,2806.66,0.0345068
775,425,2423.25222,3.525983683
775,589,2143.965611,5.500115606
775,773,1080.327145,3.535429152
775,776,2134.602498,4.233315572
776,230,2347.23,0.0345068
776,590,5414.125792,5.078334963
776,771,892.8277081,4.026661864
776,774,982.8377602,4.131609118
776,775,2800.123271,4.828984687
777,231,2627.28,0.0345068
777,424,709.5198396,3.994611989
777,767,1913.9,4.705144205
777,778,3972.73,6.948269585
777,779,3635.236422,6.43321699
778,232,3500.52,0.0345068
778,429,5192.79,3.035123668
778,597,0,10.8054348
778,777,1590.65,4.853960307
778,779,618.8,5.297793423
779,233,4571.12,0.0345068
779,425,1405.32016,1.603560648
779,427,4938.066262,2.851413031
779,777,1325.79,3.943204621
779,778,518.45,5.297567685
780,234,598.58,0.0345068
780,781,463.73,7.327020137
780,785,281.92,8.769567154
780,914,554.08,13.99408642
780,916,123.14,8.182693237
781,235,113.28,0.0345068
781,780,439.81,7.326957571
781,782,253.26,6.991902701
781,786,426.09,6.987788825
781,917,78.58,7.688802951
782,236,367.92,0.0345068
782,781,160.1,6.991859425
782,783,478.243133,7.259812446
782,787,467.9481865,7.342381264
782,917,132.78,8.515767943
782,918,17.38,9.75567848
783,237,995.83,0.0345068
783,782,260.1,7.259191898
783,784,494.7513195,5.096627465
783,788,787.8318135,5.778305477
783,789,663.96,6.028449764
783,918,49.5,10.2492194
783,919,201.77,9.253885172
784,238,153.29,0.0345068
784,738,1020.003357,3.747575152
784,783,504.97,5.096652676
784,792,284.38,7.969383452
784,919,156.26,7.580826027
785,239,539.26,0.0345068
785,780,94.27,8.76936259
785,786,183.37,7.264244657
785,793,373.9,7.191892504
785,914,304.43,9.550223157
786,240,188.09,0.0345068
786,781,199.57,6.986974377
786,785,285.87,7.264267509
786,787,272.58,7.195378443
786,794,494.29,7.125001645
787,241,652.93,0.0345068
787,782,135.51,7.3420424
787,786,298.85,7.195884934
787,789,228.1210539,6.256880933
787,791,334.5989461,6.104052597
787,795,1054.629518,7.269873638
788,242,268.8,0.0345068
788,783,368.24,5.718195634
788,789,112.93,4.507152294
788,790,592.65,3.50215481
788,792,648.8828675,3.614937073
789,243,330.82,0.0345068
789,783,421.32,5.889716514
789,787,285.4313314,6.313747951
789,788,280.9210539,4.507401914
789,791,644.7686686,3.582346927
790,244,1887.17,0.0345068
790,788,306.27,3.490681172
790,791,324.52,4.737625974
790,792,665.1289461,3.537664682
790,796,1880.05,4.565716717
791,245,689.87,0.0345068
791,787,246.3,5.982077627
791,789,340.82,3.566059258
791,790,301.3189461,4.737502642
791,797,1166.468669,3.972319418
792,246,496.44,0.0345068
792,746,1214.095738,5.399137662
792,784,124.2320378,7.962076188
792,788,250.92,3.609250071
792,790,1300.95,3.572712751
792,800,416.2040378,8.797217649
793,247,1030.86,0.0345068
793,785,219.99,7.191822352
793,794,601.13,7.192721252
793,801,374.65,7.264509287
793,914,627.27,9.005071245
794,248,174.64,0.0345068
794,786,192.77,7.124257619
794,793,609.19,7.192770963
794,795,826.73,7.26861665
794,802,273.58,7.641889671
795,249,2781.89,0.0345068
795,787,222.03,7.266698649
795,794,555.24,7.267083898
795,797,437.56,5.98695828
795,799,1580.758186,6.036302884
795,803,1066.82,7.595818584
796,250,885.77,0.0345068
796,790,953.63,4.13041844
796,797,848.543183,3.980498145
796,798,713.3368153,4.677649506
796,800,722.06,5.579629253
797,251,150.86,0.0345068
797,791,532.93,3.780821281
797,795,728.098667,6.028955245
797,796,824.26,3.94997172
797,799,1075.293185,4.503991728
798,252,510.78,0.0345068
798,796,305.0431455,4.512847254
798,799,918.776817,3.806840366
798,800,981.83,4.058033967
798,804,1121.95,4.612805135
799,253,1296.67,0.0345068
799,795,1047.020002,5.925745202
799,797,574.65,3.831727622
799,798,893.1,3.804219549
799,805,3177.438186,3.754737861
800,254,536.26,0.0345068
800,757,2324.394038,4.027769981
800,792,15.72,8.221801171
800,796,499.5268529,3.914856126
800,798,1043.760002,4.191723947
800,808,13.66,12.62912104
801,255,169.62,0.0345068
801,389,137.74,9.880400841
801,793,239.47,7.264295612
801,802,449.04,7.32938245
801,913,128.37,25.75593476
802,256,354.32,0.0345068
802,388,761.33,4.972102553
802,794,48.26,7.641812874
802,801,230.57,7.326867858
802,803,351.33,7.194647194
803,257,1176.61,0.0345068
803,709,1148.2,7.985336855
803,795,558.84,7.56210527
803,802,259.98,7.194362096
803,805,552.99,6.166812856
803,807,291.52,5.93653837
804,258,1587.28,0.0345068
804,798,526.7531455,4.600298323
804,805,1497.94,3.72133612
804,806,1430.561106,4.071228421
804,808,2364.955044,3.966751897
805,259,2817.7,0.0345068
805,799,2001.91,3.71895857
805,803,417.99,6.111069516
805,804,2706.61615,3.785378488
805,807,1319.152036,4.037747037
806,260,932.79,0.0345068
806,710,2707.135229,4.360641668
806,804,1011.583145,3.959328899
806,807,287.99,5.979937901
806,808,1043.75,3.866433756
807,261,813.63,0.0345068
807,711,1574.212036,3.375054387
807,803,307.72,5.938040155
807,805,983.22,3.962965779
807,806,519.1601617,5.983550932
808,262,757.19,0.0345068
808,584,601.924709,14.24293382
808,768,3161.410335,3.838297433
808,800,0,12.62912
808,804,845.69,3.560288697
808,806,946.9341227,3.825377015
809,263,360.57,0.0345068
809,697,2233.500516,4.447021402
809,810,400.06,4.30314241
809,811,412.95,4.070001081
809,814,1352.919484,3.874875765
810,264,252.88,0.0345068
810,698,243.14,4.784859008
810,809,679.36,4.420357724
810,812,94.94,4.129585126
810,866,352.62,6.673450504
811,265,133.04,0.0345068
811,809,804.37,4.075909679
811,812,384.32,3.955001688
811,816,387.1,3.934694025
811,817,405.71,3.987624229
812,266,117.58,0.0345068
812,810,165.28,4.129587791
812,811,476.9,3.955442732
812,818,191.46,4.014584604
812,866,403.47,6.677084198
813,267,1845.39,0.0345068
813,472,1431.91,1.475670212
813,473,1686.630279,3.217751372
813,701,1834.224319,5.01731569
813,814,1201.899715,3.883127728
814,268,906.64,0.0345068
814,702,1331.286484,4.681431795
814,809,1180.97,3.854857136
814,813,2172.53,3.891914364
814,816,459.97,4.068027363
815,269,1216.65,0.0345068
815,471,287.68,3.969736305
815,472,3135.481597,2.675196765
815,638,1090.501495,5.971532267
815,821,957.6,3.708781413
816,270,714.89,0.0345068
816,471,2080.7,0.657452188
816,811,301.71,3.934594064
816,814,910,4.07774985
816,822,763.36,4.022230863
817,271,351.21,0.0345068
817,470,688.39,0.789448094
817,811,795.3,3.993166795
817,818,365.43,4.23498664
817,819,415.34,3.62966441
818,272,581.38,0.0345068
818,812,266.83,4.014720467
818,817,424.57,4.235047018
818,820,25.42,4.372346053
818,869,44.33,6.507635524
819,273,1218.88,0.0345068
819,469,1550.81,0.370034629
819,817,986.44,3.632882071
819,820,426.59,3.633253914
819,829,1132.69,3.919078865
820,274,64.88,0.0345068
820,818,77.43,4.372350537
820,819,476.32,3.635168638
820,830,57.55,4.872149451
820,869,444.67,5.844191631
821,275,1063.45,0.0345068
821,815,2385.36,4.1422933
821,822,420.06,4.070737759
821,823,1134.36,3.850738793
821,826,340.76,4.507575695
822,276,317.03,0.0345068
822,470,254.09,3.489939181
822,816,1700.15,4.142270802
822,821,432.03,4.070874902
822,824,625.1,4.075238938
823,277,1110.35,0.0345068
823,821,2226.4,3.900819829
823,824,995.45,4.103583467
823,828,1057.65,3.966018265
823,833,1222.97,4.244171547
824,278,998.48,0.0345068
824,469,476.68,4.152029405
824,822,1360.25,4.196362629
824,823,1049.71,4.112183609
824,834,1249.48,5.132303575
825,279,584.34,0.0345068
825,638,1475.913582,6.335061119
825,649,1213.57,4.3897092
825,826,486.49,3.796638479
825,827,233.52,4.473964736
826,280,258.9,0.0345068
826,638,1160.908505,5.178352832
826,821,392.65,4.507749099
826,825,452.7038242,3.796155025
826,828,552.75,4.067888121
827,281,165.08,0.0345068
827,651,579.16,4.174559318
827,825,492.9461758,4.510552583
827,828,570.32,4.111179079
827,837,347.59,3.954921244
828,282,73.88,0.0345068
828,823,1179.92,3.970903126
828,826,978.4723288,4.09829803
828,827,304.86,4.107544707
828,838,383.64,3.933631231
829,283,1505.13,0.0345068
829,457,530.33,3.815332477
829,468,283.62,1.396676647
829,819,1665.06,3.961472715
829,834,1173.48,5.427597357
830,284,339.98,0.0345068
830,468,443.15,2.910685665
830,820,96.31,4.873005222
830,832,54.47,4.224766833
830,872,30.49,6.13991601
831,285,827.09,0.0345068
831,457,1163.098505,0.944926781
831,836,659.02,3.903704632
831,845,324.22,6.160554005
832,286,202.57,0.0345068
832,459,322.15,1.321077035
832,830,76.87,4.225024414
832,872,71.87,6.465986373
833,287,3088.23,0.0345068
833,455,949.12,2.789874662
833,823,1806.48,4.308200765
833,834,1204.72,5.007653112
833,838,460.01,4.633917689
834,288,5003.67,0.0345068
834,456,1999.19,2.094026436
834,824,1851.35,5.133369991
834,829,1073.98,5.427454908
834,833,1089.33,5.007610973
835,289,1098.44,0.0345068
835,455,770.5225215,2.899236741
835,836,438.47,3.847135957
835,840,275.2374785,3.967370486
835,846,84.52,7.135164524
836,290,1482.02,0.0345068
836,456,680.21,2.455471373
836,831,485.05,3.830139999
836,835,339.65,3.847125745
836,846,102.47,6.516780684
837,291,448.42,0.0345068
837,827,835.2661758,3.961883315
837,838,669.59,3.903756851
837,839,55.56,5.059659781
837,842,827.82,3.747917995
838,292,485.37,0.0345068
838,454,422.89,2.009592307
838,828,539.3023288,4.481878517
838,833,647.7,4.639465607
838,837,685.4861758,3.903895674
839,293,370.47,0.0345068
839,837,99.63,5.059661469
839,840,639.3,4.023252977
839,844,669.48,4.090732743
839,847,58.5,6.559982701
840,294,505.41,0.0345068
840,454,1063.327479,2.503924567
840,835,481.1712683,3.96755469
840,839,456.44,4.018732577
840,847,126.86,6.583963565
841,295,670.63,0.0345068
841,453,770.3,2.76036708
841,663,745.25,4.283307086
841,842,1036.340801,4.021616702
841,843,292.57,4.370851675
842,296,780.31,0.0345068
842,651,900.94,4.645143438
842,837,887.92,3.753060917
842,841,1153.42,4.024019754
842,844,466.94,4.022613323
843,297,640.72,0.0345068
843,665,1142.641102,3.906730049
843,841,309.0308012,4.388842817
843,844,420.9491988,4.374687123
843,848,44.96,6.633000247
844,298,473.65,0.0345068
844,839,588.22,4.08123303
844,842,633.8491988,4.035772395
844,843,524.9587267,4.375037717
844,848,196.3212733,6.190328909
845,299,813.24,0.0345068
845,459,36.47,7.865523328
845,467,309.8014954,2.178252328
845,831,467.8979348,6.193579827
845,846,60.99,8.092005618
845,875,220.23,7.379263104
846,300,223.02,0.0345068
846,835,187.66,7.135409754
846,836,251.66,6.516875651
846,845,80.1,8.092006442
846,847,73.59,7.911572625
846,856,84.35,7.756804479
847,301,268.43,0.0345068
847,839,113.36,6.559991877
847,840,304.76,6.584169204
847,846,72.5,7.911572612
847,848,159.06,7.859133571
847,857,55.92,8.521851281
848,302,104.4,0.0345068
848,447,341.0388977,5.742578308
848,843,102.8223756,6.633006759
848,844,355.98,6.19041631
848,847,96.69,7.85913256
848,858,115.57,7.476935595
849,303,1473.51,0.0345068
849,447,772.9937344,1.956865198
849,664,839.832154,6.058799899
849,665,322.4141116,6.673568419
849,851,95.68127332,7.312108802
849,853,212.68,6.630610675
849,859,57.8,7.589476813
850,304,333.09,0.0345068
850,668,1541.43,3.967489899
850,851,267.07,4.91473041
850,852,123.18,3.782269645
850,854,417.14,3.487336184
851,305,737.8,0.0345068
851,669,1061.06,4.738181536
851,849,131.31,7.312123072
851,850,431.59,4.914872474
851,853,124.81,4.224735551
852,306,89.16,0.0345068
852,850,290.66,3.782366986
852,853,205.59,3.609618453
852,854,280,4.019140214
852,860,102.7,6.259043141
853,307,147.41,0.0345068
853,849,458,6.631649815
853,851,313.53,4.225882751
853,852,224.89,3.609643691
853,860,162.29,5.95308057
854,308,125.16,0.0345068
854,670,43.14,10.5467781
854,850,706.92,3.490184573
854,852,161.22,3.968588343
854,861,2.64,9.259360001
854,905,537.82,8.631984375
854,907,272.32,6.137417618
855,309,797.91,0.0345068
855,466,182.63,1.754136046
855,467,569.98,6.034075926
855,856,168.45,7.641919096
855,878,190.08,8.226732452
856,310,32.36,0.0345068
856,846,171.26,7.756984876
856,855,160.34,7.64191847
856,857,119.21,7.85923485
856,863,97.84,7.306887274
857,311,41.71,0.0345068
857,847,100.87,8.521852058
857,856,66.85,7.859232282
857,858,143.77,7.696799102
857,885,78.5,7.638987881
858,312,341.75,0.0345068
858,446,457.87,2.466755844
858,848,207.78,7.476958224
858,857,61.02,7.696793392
858,886,103.52,7.926942611
859,313,121.49,0.0345068
859,446,83.63,5.399787607
859,849,229.6,7.589480153
859,860,68.03,8.399360103
859,887,16,9.468824
860,314,330.08,0.0345068
860,852,246.36,6.259246769
860,853,423.27,5.953776376
860,859,62.34,8.399360072
860,861,112.04,4.836484038
860,888,46.18,8.580323238
861,315,33.66,0.0345068
861,854,11.97,9.259360445
861,860,160.4,4.836493121
861,888,25.88,9.331410802
861,907,174.74,6.756550293
861,910,56.83,9.88005057
862,316,485.94,0.0345068
862,465,238.5,4.678984954
862,466,615.95,5.559067746
862,863,197.55,8.708728208
862,889,93.77,7.752818044
863,317,62.88,0.0345068
863,856,159.4,7.30692399
863,862,163.61,8.707703562
863,885,192.26,7.309848711
863,890,160.38,9.233817802
864,318,685.67,0.0345068
864,732,181.98,8.188885102
864,865,852.65,6.96685472
864,867,134.5,8.851692687
864,913,0,24.005964
865,319,618.31,0.0345068
865,733,1021.28,7.186168977
865,864,444.27,6.965647648
865,866,681.91,7.487117347
865,868,131.32,12.57553517
866,320,2478.31,0.0345068
866,736,1653.57,6.898142235
866,737,1884.27,6.176314545
866,810,579.86,6.67588273
866,812,472.28,6.699648946
866,865,466.31,7.309219499
866,868,320.21,10.69936071
866,869,524.84,8.474265943
867,321,219.78,0.0345068
867,864,219.71,8.852203668
867,868,357.37,7.622548886
867,870,72.88,7.104296543
868,322,417.81,0.0345068
868,865,179.8,12.59764358
868,866,611.09,10.73897792
868,867,203.23,7.622441001
868,869,164.46,7.259280145
868,871,156.94,8.539006912
869,323,54.07,0.0345068
869,818,128.88,6.507686545
869,820,374.43,5.840931088
869,866,835.61,8.487275975
869,868,106.79,7.259240559
869,872,245.39,8.194401634
870,324,82.38,0.0345068
870,867,140.2,7.104369446
870,871,135.74,8.014253233
871,325,46.93,0.0345068
871,868,253.68,8.539119435
871,870,83.03,8.014252861
871,872,89.38,7.176797352
871,874,251.68,8.106813655
872,326,50.32,0.0345068
872,460,235.76,6.052221297
872,830,101.71,6.139917181
872,832,70.87,6.465986288
872,869,416.48,8.195210446
872,871,40.8,7.17679338
873,327,28.83,0.0345068
873,462,33.58,3.58044333
873,874,28.1,7.931800045
874,328,819.67,0.0345068
874,461,443.3794501,2.447993015
874,871,286.94,8.106897266
874,873,15.46,7.931800004
874,875,146.0205499,7.042430214
875,329,499.18,0.0345068
875,460,864.1105499,2.255219254
875,845,175.09,7.379244427
875,874,248.14,7.042443528
875,878,237.44,8.403462792
876,330,649.54,0.0345068
876,462,139.44,4.459658726
876,877,129.92,7.942327086
876,879,20.26,8.366452205
877,331,1031.31,0.0345068
877,461,896.97,6.063092226
877,876,437.61,7.950639792
877,878,275.34,7.856422166
877,880,72.22,8.019361987
878,332,586.03,0.0345068
878,855,161.5,8.226713272
878,875,518.88,8.488401973
878,877,351.8,7.867360519
878,881,205.43,8.188992773
879,333,31.76,0.0345068
879,876,80.64,8.366503505
879,880,26.11,8.014261478
879,882,11.04,8.106680018
880,334,73.46,0.0345068
880,877,332.95,8.02025748
880,879,18.26,8.014254876
880,881,44.08,8.034862113
880,883,34.32,7.244254259
881,335,448.82,0.0345068
881,465,520.07,2.54190895
881,878,227.52,8.188995383
881,880,137.76,8.034872787
881,884,102.53,7.334050251
882,336,26.39,0.0345068
882,879,29.82,8.106680933
882,883,27.43,7.931851854
883,337,37.6,0.0345068
883,464,70.16,4.03152249
883,880,90.86,7.244324464
883,882,15.35,7.931851264
884,338,143.54,0.0345068
884,464,61.85,3.314466436
884,881,259.06,7.334107936
884,889,22.05,8.096793255
885,339,51.13,0.0345068
885,445,95.31,6.559536447
885,857,89.8,7.63898808
885,863,142.08,7.293625366
885,892,226.41,8.629775784
886,340,282.26,0.0345068
886,445,640.76,1.142249053
886,858,150.18,7.926943336
886,887,90.64,7.070468018
886,892,627.3,7.184797742
887,341,30.77,0.0345068
887,859,107.57,9.468824723
887,886,258.07,7.142174426
887,888,68.29,8.153807484
887,893,52.32659921,7.101974811
888,342,137.61,0.0345068
888,860,227.98,8.580345693
888,861,81.57,9.331411035
888,887,106.0565992,8.153831977
888,894,36.37340079,7.171853022
888,910,72.29,7.760075123
889,343,75.4,0.0345068
889,862,175.69,7.768576264
889,884,22.24,8.096793257
889,895,62.49,8.876460774
890,344,51.09,0.0345068
890,863,119.21,9.233810158
890,891,244.77,7.774621745
890,896,10.16,8.535730801
891,345,233.34,0.0345068
891,890,106.4,7.770717369
891,896,39.66,9.165806268
891,897,886.07,5.920468901
891,899,60.56,7.420041686
892,346,2215.79,0.0345068
892,885,154.68,8.58883438
892,886,564.35,7.130319597
892,897,1663.01,11.0362107
893,347,149.59,0.0345068
893,887,214.07,7.136476314
893,894,225.63,8.083992405
893,898,279.22,7.730273045
893,901,32.61,11.76133489
894,348,137.13,0.0345068
894,888,158.66,7.172510861
894,893,213.1634008,8.083953766
894,910,255.88,11.0931679
895,349,66.26,0.0345068
895,889,85.28,8.877236818
895,896,101.33,7.763646218
896,350,79.35,0.0345068
896,890,14.94,8.535730804
896,891,229.78,9.225098549
896,895,43.18,7.761808659
896,899,29.66,9.538896343
897,351,3432.89,0.0345068
897,443,527.15,1.581319509
897,891,225.34,5.818072118
897,892,1394.07,8.097642642
